ride_id,timestamp,pickup_zone,vehicle_type,hour,is_weekend,weather_severity,traffic_index,distance_km,ride_duration_min,demand,available_drivers,demand_supply_ratio,surge_multiplier,trip_cost
R0000219,2025-05-26 18:41:00,Central,Economy,21,0,1.97,1.886,2.545,8.999,80,46,1.7391,1.3104,10.94
R0000220,2025-07-03 00:15:00,University,Economy,3,0,1.159,1.382,7.008,24.473,55,41,1.3415,1.1434,21.9
R0000221,2025-12-05 20:57:00,Central,Comfort,10,1,1.607,1.908,4.406,18.292,83,46,1.8043,1.3378,26.42
R0000222,2025-09-01 00:52:00,Central,Comfort,16,1,0.797,0.973,8.362,27.115,62,52,1.1923,1.0808,23.43
R0000223,2025-11-30 21:09:00,Tech Park,Economy,4,0,0.272,0.929,11.308,37.017,48,52,0.9231,1.0,24.22
R0000224,2025-02-09 22:49:00,Airport,Economy,17,0,0.094,1.839,6.892,27.69,72,46,1.5652,1.2374,30.51
R0000225,2025-03-16 14:19:00,Tech Park,Economy,7,1,1.248,1.996,4.735,14.653,86,29,2.9655,1.8255,26.82
R0000226,2025-06-24 04:09:00,University,Economy,19,0,0.398,1.77,8.835,33.337,68,31,2.1935,1.5013,35.87
R0000227,2025-03-09 00:34:00,Tech Park,Comfort,13,0,0.026,1.177,29.786,95.029,40,46,0.8696,1.0,86.7
R0000228,2025-11-25 23:58:00,Tech Park,Economy,13,0,0.44,1.163,2.352,8.892,60,39,1.5385,1.2262,7.06
R0000229,2025-08-29 00:15:00,North,Comfort,4,0,0.604,1.169,8.829,28.82,40,40,1.0,1.0,27.2
R0000230,2025-08-01 11:24:00,Airport,Comfort,11,0,1.801,1.333,5.76,18.747,55,45,1.2222,1.0933,25.31
R0000231,2025-11-22 10:55:00,Tech Park,Comfort,20,0,0.48,1.942,6.145,26.33,70,45,1.5556,1.2333,30.06
R0000232,2025-04-29 11:03:00,South,Economy,0,0,0.609,1.026,7.333,22.151,28,46,0.6087,1.0,16.48
R0000233,2025-07-15 22:48:00,University,Economy,18,0,0.618,1.704,6.429,25.297,71,43,1.6512,1.2735,22.97
R0000234,2025-08-06 11:22:00,Airport,Economy,11,0,1.392,0.943,10.816,33.286,65,37,1.7568,1.3178,30.74
R0000235,2025-08-03 18:45:00,Central,Premium,17,0,0.281,1.343,6.801,23.324,66,44,1.5,1.21,34.93
R0000236,2025-07-03 11:36:00,Central,Comfort,15,1,0.893,1.487,2.365,10.405,67,50,1.34,1.1428,10.64
R0000237,2025-08-09 00:24:00,Tech Park,Economy,10,0,0.36,1.726,15.702,57.17,68,36,1.8889,1.3733,50.31
R0000238,2025-11-18 12:00:00,Tech Park,Comfort,7,0,1.768,1.83,14.456,56.43,82,50,1.64,1.2688,72.31
R0000239,2025-08-27 23:33:00,University,Economy,15,0,2.098,1.392,5.564,20.977,43,46,0.9348,1.0,14.39
R0000240,2025-11-30 09:17:00,Central,Economy,3,1,0.707,0.883,7.983,26.144,56,49,1.1429,1.06,18.43
R0000241,2025-11-28 11:22:00,North,Comfort,14,0,0.838,1.074,15.175,44.779,43,54,0.7963,1.0,36.01
R0000242,2025-08-23 11:32:00,Airport,Economy,2,1,0.491,0.826,13.712,37.417,54,47,1.1489,1.0626,22.77
R0000243,2025-08-25 10:29:00,Central,Premium,15,0,0.049,0.956,16.388,48.546,59,53,1.1132,1.0475,57.77
R0000244,2025-08-16 22:37:00,North,Premium,15,0,0.623,1.235,9.544,32.731,42,36,1.1667,1.07,42.08
R0000245,2025-02-15 10:40:00,South,Premium,2,0,0.569,1.184,11.861,38.922,36,47,0.766,1.0,45.2
R0000246,2025-08-05 13:19:00,North,Comfort,18,0,0.429,1.913,16.858,61.822,58,30,1.9333,1.392,78.11
R0000247,2025-12-02 21:02:00,Central,Economy,9,1,0.482,1.69,6.431,25.639,90,35,2.5714,1.66,32.04
R0000248,2025-09-17 17:06:00,South,Economy,18,1,0.903,1.266,9.898,31.065,64,28,2.2857,1.54,33.28
R0000249,2025-05-30 14:21:00,Tech Park,Economy,0,0,0.839,1.502,2.385,10.918,53,57,0.9298,1.0,8.55
R0000250,2025-05-04 03:08:00,Central,Comfort,4,1,0.495,0.938,3.258,11.406,75,40,1.875,1.3675,17.47
R0000251,2025-01-03 19:03:00,Central,Economy,11,0,1.896,1.37,10.227,33.882,52,40,1.3,1.126,28.18
R0000252,2025-08-06 06:46:00,Tech Park,Comfort,4,0,0.036,1.025,11.122,32.811,50,59,0.8475,1.0,30.46
R0000253,2025-08-08 10:43:00,Tech Park,Economy,7,0,0.297,1.647,6.278,23.449,74,35,2.1143,1.468,24.31
R0000254,2025-08-10 18:24:00,Tech Park,Economy,15,0,1.247,1.233,5.565,18.923,57,50,1.14,1.0588,17.19
R0000255,2025-11-16 18:11:00,Central,Economy,3,1,0.065,1.024,6.388,17.851,59,62,0.9516,1.0,13.26
R0000256,2025-07-08 11:32:00,South,Comfort,16,0,0.035,0.768,8.632,26.159,37,43,0.8605,1.0,23.06
R0000257,2025-08-23 03:34:00,University,Economy,2,0,0.293,1.518,2.176,11.314,35,42,0.8333,1.0,9.95
R0000258,2025-07-12 18:30:00,North,Economy,4,0,0.577,1.221,10.035,34.381,30,54,0.5556,1.0,24.87
R0000259,2025-01-09 11:04:00,North,Economy,14,0,0.375,1.077,7.908,25.641,33,26,1.2692,1.1131,22.41
R0000260,2025-09-08 19:12:00,University,Economy,19,0,0.732,2.013,8.9,33.987,50,43,1.1628,1.0684,25.91
R0000261,2025-07-12 09:33:00,Airport,Premium,4,0,0.041,0.814,7.257,21.684,42,49,0.8571,1.0,27.48
R0000262,2025-08-30 06:00:00,Tech Park,Economy,7,0,0.26,1.753,3.63,14.062,64,31,2.0645,1.4471,16.39
R0000263,2025-10-07 05:12:00,Tech Park,Economy,22,0,1.087,1.096,4.246,14.433,51,50,1.02,1.0084,8.89
R0000264,2025-02-10 23:51:00,Central,Economy,23,0,0.897,1.234,17.956,59.201,51,42,1.2143,1.09,44.82
R0000265,2025-06-09 00:12:00,Tech Park,Economy,13,0,0.321,1.134,5.455,17.704,48,43,1.1163,1.0488,15.1
R0000266,2025-06-22 19:22:00,North,Economy,10,0,0.686,1.253,12.113,35.19,68,36,1.8889,1.3733,34.75
R0000267,2025-03-24 10:48:00,Tech Park,Economy,8,1,0.565,1.394,4.283,17.115,79,44,1.7955,1.3341,16.98
R0000268,2025-04-02 20:30:00,University,Economy,14,1,0.581,1.39,7.704,27.271,48,41,1.1707,1.0717,18.99
R0000269,2025-12-13 23:57:00,University,Economy,14,0,0.787,1.096,6.096,20.007,44,46,0.9565,1.0,13.93
R0000270,2025-05-10 08:31:00,Airport,Economy,7,1,2.198,2.306,6.632,25.51,90,37,2.4324,1.6016,38.31
R0000271,2025-01-21 16:25:00,Tech Park,Comfort,0,0,2.235,1.638,6.443,21.849,51,51,1.0,1.0,24.07
R0000272,2025-09-21 16:26:00,University,Economy,3,0,0.067,0.972,17.187,49.367,39,45,0.8667,1.0,27.84
R0000273,2025-01-18 03:39:00,South,Comfort,23,0,0.468,1.029,22.424,65.79,40,51,0.7843,1.0,54.14
R0000274,2025-06-23 21:05:00,South,Economy,10,0,0.15,1.874,8.852,32.669,56,41,1.3659,1.1537,25.35
R0000275,2025-08-21 20:16:00,Airport,Comfort,11,1,0.848,1.531,6.191,19.648,66,35,1.8857,1.372,26.23
R0000276,2025-06-06 08:23:00,Tech Park,Economy,11,0,0.495,1.037,3.739,17.197,46,53,0.8679,1.0,13.74
R0000277,2025-04-25 19:42:00,Airport,Comfort,18,0,1.438,2.086,3.6,18.569,62,45,1.3778,1.1587,22.19
R0000278,2025-12-06 02:47:00,Central,Comfort,1,0,0.606,1.294,17.239,56.415,63,54,1.1667,1.07,53.29
R0000279,2025-11-30 22:47:00,University,Premium,1,0,1.961,1.569,3.463,13.147,47,52,0.9038,1.0,19.21
R0000280,2025-02-27 14:16:00,University,Comfort,6,0,2.305,1.433,6.097,25.444,56,44,1.2727,1.1145,30.66
R0000281,2025-10-23 17:35:00,University,Economy,11,0,1.905,1.222,8.461,31.203,44,42,1.0476,1.02,22.33
R0000282,2025-09-03 11:51:00,North,Premium,16,0,0.019,0.814,1.857,4.964,29,50,0.58,1.0,7.4
R0000283,2025-06-25 19:20:00,Central,Comfort,11,0,0.779,0.905,3.905,13.055,43,45,0.9556,1.0,11.77
R0000284,2025-04-03 08:13:00,North,Economy,10,0,0.425,1.97,3.721,14.957,51,33,1.5455,1.2291,16.23
R0000285,2025-06-22 17:03:00,Airport,Economy,22,0,0.495,1.091,5.386,16.945,47,34,1.3824,1.1606,11.64
R0000286,2025-04-17 02:10:00,University,Premium,3,0,1.247,1.018,8.956,27.248,41,42,0.9762,1.0,34.28
R0000287,2025-10-24 22:54:00,South,Economy,13,0,0.456,1.263,13.671,44.009,40,38,1.0526,1.0221,26.52
R0000288,2025-10-28 10:35:00,North,Comfort,13,0,0.642,1.029,5.393,17.737,34,42,0.8095,1.0,15.76
R0000289,2025-10-04 21:59:00,Airport,Economy,11,0,0.677,1.005,6.026,19.475,57,46,1.2391,1.1004,15.13
R0000290,2025-09-07 04:38:00,North,Comfort,19,0,0.036,1.929,7.273,31.499,52,36,1.4444,1.1867,36.25
R0000291,2025-08-19 15:48:00,University,Economy,6,1,0.388,0.83,4.988,13.47,51,46,1.1087,1.0457,8.17
R0000292,2025-03-21 11:59:00,Tech Park,Comfort,22,0,1.521,1.316,9.775,34.601,51,38,1.3421,1.1437,34.2
R0000293,2025-09-07 00:07:00,Airport,Economy,7,0,0.026,1.448,9.942,31.755,64,51,1.2549,1.1071,26.1
R0000294,2025-06-15 11:04:00,Central,Premium,13,0,0.993,1.044,1.739,7.128,56,57,0.9825,1.0,10.22
R0000295,2025-11-24 16:20:00,North,Economy,12,1,0.229,0.778,11.042,33.73,44,43,1.0233,1.0098,17.93
R0000296,2025-02-25 21:30:00,Airport,Economy,20,1,0.415,1.635,8.331,31.411,70,43,1.6279,1.2637,27.28
R0000297,2025-02-02 05:22:00,University,Economy,10,0,1.166,1.603,8.956,31.363,70,44,1.5909,1.2482,28.58
R0000298,2025-02-05 06:19:00,South,Economy,6,0,0.167,1.137,14.862,46.95,29,36,0.8056,1.0,28.17
R0000299,2025-03-16 06:12:00,Airport,Premium,0,0,0.454,1.073,2.908,13.75,35,54,0.6481,1.0,17.45
R0000300,2025-11-08 21:31:00,Tech Park,Economy,8,1,0.879,1.652,3.894,13.649,89,37,2.4054,1.5903,16.12
R0000301,2025-04-27 07:10:00,Central,Economy,19,0,0.263,1.441,7.474,27.221,62,55,1.1273,1.0535,20.04
R0000302,2025-07-26 10:10:00,Central,Comfort,0,0,0.101,1.276,2.167,10.415,45,39,1.1538,1.0646,10.52
R0000303,2025-05-15 11:12:00,South,Economy,21,1,0.606,1.792,6.914,25.35,64,38,1.6842,1.2874,24.77
R0000304,2025-02-25 08:54:00,Airport,Economy,13,1,0.063,0.889,12.371,40.022,67,49,1.3673,1.1543,30.52
R0000305,2025-02-16 04:29:00,North,Comfort,3,0,0.403,0.828,9.662,32.665,37,38,0.9737,1.0,29.65
R0000306,2025-08-11 04:03:00,Tech Park,Economy,7,0,0.235,1.253,8.113,29.176,72,34,2.1176,1.4694,31.99
R0000307,2025-08-26 13:08:00,University,Comfort,13,0,0.737,1.337,6.835,25.692,41,38,1.0789,1.0332,21.02
R0000308,2025-05-31 00:20:00,Central,Economy,7,0,0.752,1.849,6.139,19.931,64,39,1.641,1.2692,21.39
R0000309,2025-06-01 01:53:00,South,Economy,2,0,0.287,1.24,5.948,17.056,31,47,0.6596,1.0,14.18
R0000310,2025-07-17 13:07:00,Central,Economy,15,1,1.924,1.325,8.809,29.292,80,45,1.7778,1.3267,29.27
R0000311,2025-03-30 18:46:00,South,Comfort,16,1,1.46,1.408,3.31,10.8,59,36,1.6389,1.2683,16.08
R0000312,2025-01-17 17:03:00,Central,Economy,2,0,0.196,1.22,17.369,56.499,60,39,1.5385,1.2262,46.98
R0000313,2025-11-10 02:46:00,South,Comfort,6,0,3.0,1.527,5.177,12.571,52,46,1.1304,1.0548,17.29
R0000314,2025-02-17 09:28:00,Central,Economy,5,0,1.12,1.137,10.556,34.706,57,47,1.2128,1.0894,29.43
R0000315,2025-07-15 08:05:00,University,Economy,15,0,0.813,0.971,8.119,24.456,45,42,1.0714,1.03,17.87
R0000316,2025-05-23 19:55:00,University,Comfort,17,1,0.863,1.782,4.119,14.989,83,38,2.1842,1.4974,25.27
R0000317,2025-04-27 09:56:00,Central,Economy,17,0,0.135,1.675,15.815,60.632,68,42,1.619,1.26,52.3
R0000318,2025-01-13 17:52:00,Tech Park,Economy,22,0,1.658,1.225,14.081,44.351,49,38,1.2895,1.1216,33.52
R0000319,2025-10-29 20:31:00,Airport,Economy,18,0,0.037,1.505,3.274,8.843,58,37,1.5676,1.2384,10.72
R0000320,2025-12-06 18:02:00,Tech Park,Comfort,7,0,0.858,1.665,7.46,28.358,71,36,1.9722,1.4083,37.87
R0000321,2025-06-22 18:36:00,Central,Economy,2,0,1.476,1.408,8.706,30.609,48,46,1.0435,1.0183,26.05
R0000322,2025-11-14 23:36:00,Central,Economy,14,0,0.217,0.792,2.486,7.887,56,49,1.1429,1.06,6.94
R0000323,2025-06-02 23:17:00,Tech Park,Economy,21,1,1.188,1.565,2.42,14.852,74,50,1.48,1.2016,14.35
R0000324,2025-10-14 15:50:00,North,Premium,23,0,0.663,0.924,4.911,15.886,47,35,1.3429,1.144,21.39
R0000325,2025-09-20 18:19:00,South,Economy,5,1,1.252,1.199,3.772,15.31,55,47,1.1702,1.0715,13.27
R0000326,2025-05-29 08:18:00,South,Economy,5,0,1.421,1.313,4.376,16.063,48,41,1.1707,1.0717,15.27
R0000327,2025-12-08 15:01:00,Airport,Economy,0,1,2.063,1.179,3.773,15.81,84,41,2.0488,1.4405,19.7
R0000328,2025-07-30 14:08:00,Airport,Economy,3,0,1.718,1.473,7.262,24.752,59,53,1.1132,1.0475,25.11
R0000329,2025-09-19 14:28:00,South,Economy,13,0,0.048,1.272,4.755,14.05,44,33,1.3333,1.14,11.67
R0000330,2025-03-18 19:29:00,South,Comfort,13,1,0.202,1.111,14.335,46.106,40,47,0.8511,1.0,36.19
R0000331,2025-11-30 20:56:00,Airport,Comfort,8,0,0.94,1.921,8.578,33.751,70,45,1.5556,1.2333,41.31
R0000332,2025-07-13 07:49:00,North,Economy,7,0,1.437,1.644,12.024,44.699,60,49,1.2245,1.0943,37.13
R0000333,2025-12-29 21:09:00,South,Economy,19,0,0.168,1.42,3.069,10.14,55,38,1.4474,1.1879,8.49
R0000334,2025-11-05 18:32:00,South,Economy,11,0,1.1,1.291,5.499,19.861,39,36,1.0833,1.035,18.3
R0000335,2025-11-02 18:54:00,Tech Park,Economy,19,0,1.818,1.87,8.372,28.465,83,36,2.3056,1.5483,36.48
R0000336,2025-11-30 07:19:00,North,Economy,23,0,1.392,1.09,9.966,30.106,42,40,1.05,1.021,26.16
R0000337,2025-09-16 13:52:00,South,Economy,7,1,1.086,2.002,5.44,20.358,85,32,2.6562,1.6956,31.82
R0000338,2025-12-15 13:23:00,South,Premium,4,0,0.566,1.156,5.897,20.471,30,43,0.6977,1.0,26.36
R0000339,2025-06-28 01:59:00,Central,Economy,22,0,0.539,1.223,6.263,19.787,60,43,1.3953,1.166,17.09
R0000340,2025-03-23 01:15:00,Airport,Economy,15,0,2.909,1.402,6.594,19.858,54,44,1.2273,1.0955,18.14
R0000341,2025-05-20 14:02:00,Airport,Premium,6,1,0.381,1.371,25.542,82.374,49,40,1.225,1.0945,101.11
R0000342,2025-09-14 23:50:00,Tech Park,Economy,14,0,0.397,1.043,9.228,29.92,49,49,1.0,1.0,17.83
R0000343,2025-09-09 23:15:00,Central,Economy,12,0,1.235,1.406,7.94,27.553,56,57,0.9825,1.0,18.57
R0000344,2025-10-01 22:37:00,South,Economy,21,0,0.882,1.604,3.887,13.127,63,38,1.6579,1.2763,15.17
R0000345,2025-06-20 16:23:00,South,Premium,6,0,0.785,1.172,3.938,15.34,27,47,0.5745,1.0,20.34
R0000346,2025-07-02 07:28:00,North,Economy,23,1,1.308,1.336,6.908,26.95,50,42,1.1905,1.08,18.71
R0000347,2025-07-04 14:59:00,Tech Park,Economy,22,0,0.411,1.433,14.465,50.773,40,58,0.6897,1.0,32.18
R0000348,2025-11-24 14:39:00,Tech Park,Economy,4,1,0.998,1.1,6.962,17.208,71,44,1.6136,1.2577,15.97
R0000349,2025-10-18 02:39:00,Airport,Economy,3,0,0.053,1.046,7.128,22.971,38,52,0.7308,1.0,18.26
R0000350,2025-08-10 21:24:00,Tech Park,Economy,12,0,0.166,1.136,5.159,16.746,51,48,1.0625,1.0263,9.01
R0000351,2025-10-23 23:16:00,North,Economy,1,0,1.104,0.944,2.98,5.523,49,41,1.1951,1.082,9.82
R0000352,2025-11-24 12:12:00,Central,Premium,7,0,0.262,1.206,9.878,29.035,82,35,2.3429,1.564,54.87
R0000353,2025-03-23 05:34:00,Tech Park,Comfort,10,0,0.514,1.463,6.754,25.504,59,36,1.6389,1.2683,25.18
R0000354,2025-10-23 08:25:00,Tech Park,Economy,23,0,2.28,1.584,9.928,35.631,61,63,0.9683,1.0,27.33
R0000355,2025-08-11 14:06:00,Central,Economy,23,0,0.729,1.44,8.457,29.368,51,61,0.8361,1.0,22.07
R0000356,2025-06-11 04:22:00,University,Economy,3,0,0.734,0.966,4.571,13.194,43,42,1.0238,1.01,9.71
R0000357,2025-12-21 11:16:00,South,Economy,21,0,0.281,1.381,8.793,32.233,57,50,1.14,1.0588,22.5
R0000358,2025-05-04 09:52:00,South,Comfort,2,0,0.583,1.381,3.819,11.106,34,52,0.6538,1.0,15.77
R0000359,2025-11-23 03:52:00,Airport,Economy,17,0,0.094,1.465,8.755,28.398,66,41,1.6098,1.2561,23.82
R0000360,2025-12-30 06:20:00,Central,Comfort,20,0,0.716,1.612,7.504,26.466,91,34,2.6765,1.7041,41.58
R0000361,2025-01-13 23:38:00,North,Economy,21,0,0.572,1.916,18.126,64.815,53,34,1.5588,1.2347,58.99
R0000362,2025-08-28 07:41:00,South,Comfort,5,0,0.127,1.256,4.822,14.593,30,34,0.8824,1.0,11.88
R0000363,2025-11-07 03:02:00,North,Comfort,21,0,0.553,1.818,3.744,17.296,60,27,2.2222,1.5133,28.14
R0000364,2025-03-06 02:20:00,Tech Park,Comfort,2,0,0.728,0.823,6.189,16.659,44,38,1.1579,1.0663,18.25
R0000365,2025-11-16 18:51:00,Central,Premium,12,0,0.462,0.857,10.859,33.386,52,50,1.04,1.0168,42.73
R0000366,2025-06-04 22:17:00,Tech Park,Comfort,11,0,0.953,1.373,1.667,8.261,52,50,1.04,1.0168,10.56
R0000367,2025-04-10 04:09:00,Tech Park,Economy,7,0,0.176,1.639,12.573,44.418,82,35,2.3429,1.564,46.16
R0000368,2025-08-27 14:25:00,Tech Park,Economy,0,0,0.59,0.966,6.926,18.265,44,39,1.1282,1.0538,14.38
R0000369,2025-12-20 12:57:00,Tech Park,Economy,18,0,0.97,1.663,4.145,15.995,86,47,1.8298,1.3485,21.76
R0000370,2025-12-28 01:34:00,University,Comfort,8,1,0.4,1.822,6.345,19.691,57,32,1.7812,1.3281,26.96
R0000371,2025-06-06 09:49:00,Airport,Economy,15,0,2.687,1.759,5.168,18.655,49,42,1.1667,1.07,18.4
R0000372,2025-04-28 05:26:00,Tech Park,Premium,9,1,0.116,1.57,3.96,15.437,68,41,1.6585,1.2766,25.14
R0000373,2025-10-01 10:31:00,University,Economy,8,0,0.408,1.5,2.675,12.305,44,51,0.8627,1.0,10.97
R0000374,2025-12-26 06:12:00,South,Comfort,21,0,0.317,1.557,11.609,40.332,63,37,1.7027,1.2951,45.77
R0000375,2025-01-16 02:49:00,Central,Economy,2,0,0.583,1.347,5.71,18.405,53,59,0.8983,1.0,12.28
R0000376,2025-03-02 05:35:00,University,Premium,17,0,0.253,1.834,6.263,22.588,65,43,1.5116,1.2149,34.37
R0000377,2025-03-01 14:35:00,Central,Economy,17,1,0.64,1.7,12.362,43.677,79,44,1.7955,1.3341,39.09
R0000378,2025-03-31 02:48:00,Central,Economy,9,0,0.491,1.543,8.01,29.8,91,36,2.5278,1.6417,34.46
R0000379,2025-05-30 18:29:00,Central,Comfort,6,1,0.988,1.373,3.295,12.869,61,59,1.0339,1.0142,12.99
R0000380,2025-08-31 14:09:00,North,Economy,0,0,0.414,1.367,11.246,37.57,39,34,1.1471,1.0618,26.54
R0000381,2025-02-05 19:57:00,North,Economy,22,1,0.358,0.803,17.569,50.89,47,39,1.2051,1.0862,34.03
R0000382,2025-12-03 02:56:00,North,Premium,22,1,0.344,1.02,10.244,31.384,44,51,0.8627,1.0,36.79
R0000383,2025-08-04 02:25:00,University,Comfort,5,0,0.462,1.291,4.827,13.757,42,41,1.0244,1.0102,12.67
R0000384,2025-08-24 19:50:00,North,Economy,0,0,0.916,1.178,3.456,9.602,38,45,0.8444,1.0,11.54
R0000385,2025-04-05 12:08:00,North,Economy,2,0,0.811,1.058,4.731,16.778,44,44,1.0,1.0,14.98
R0000386,2025-03-10 21:59:00,University,Economy,1,0,1.153,1.241,8.221,24.001,48,48,1.0,1.0,19.34
R0000387,2025-04-14 18:41:00,Tech Park,Economy,19,1,0.499,1.707,17.021,60.246,67,37,1.8108,1.3405,57.03
R0000388,2025-06-08 11:45:00,Central,Economy,21,0,2.618,1.818,5.116,19.644,83,41,2.0244,1.4302,24.09
R0000389,2025-09-02 12:12:00,Airport,Economy,3,0,0.483,1.103,5.436,15.469,54,39,1.3846,1.1615,12.94
R0000390,2025-06-02 19:01:00,South,Economy,17,0,1.203,1.833,13.623,46.981,67,28,2.3929,1.585,54.74
R0000391,2025-07-02 20:14:00,Tech Park,Economy,4,0,0.902,1.074,6.118,17.044,56,59,0.9492,1.0,10.94
R0000392,2025-03-01 13:19:00,South,Comfort,8,1,0.641,1.525,19.939,64.242,59,45,1.3111,1.1307,63.74
R0000393,2025-03-21 06:54:00,Central,Economy,14,0,1.424,1.16,7.16,24.581,50,44,1.1364,1.0573,24.08
R0000394,2025-08-18 09:12:00,Tech Park,Economy,17,1,0.203,1.412,14.765,50.362,89,41,2.1707,1.4917,48.86
R0000395,2025-03-19 00:36:00,Tech Park,Premium,20,1,0.411,1.777,9.588,33.968,77,29,2.6552,1.6952,75.84
R0000396,2025-07-04 11:49:00,South,Comfort,1,0,0.858,0.977,11.46,31.508,39,26,1.5,1.21,37.87
R0000397,2025-05-01 19:13:00,University,Economy,4,0,0.467,1.118,7.047,25.209,34,54,0.6296,1.0,15.6
R0000398,2025-10-17 13:29:00,Tech Park,Premium,6,0,0.842,1.084,7.305,24.177,56,40,1.4,1.168,34.9
R0000399,2025-04-26 20:33:00,Tech Park,Economy,7,0,2.161,1.812,9.781,35.247,76,41,1.8537,1.3585,38.65
R0000400,2025-03-29 05:40:00,Tech Park,Economy,23,0,0.381,1.315,12.049,42.283,42,47,0.8936,1.0,30.01
R0000401,2025-12-04 14:15:00,Tech Park,Economy,18,1,1.158,1.735,10.374,38.369,96,37,2.5946,1.6697,48.99
R0000402,2025-03-10 12:29:00,South,Economy,7,0,0.152,1.457,2.939,11.863,63,37,1.7027,1.2951,15.27
R0000403,2025-09-30 16:51:00,North,Comfort,23,1,1.63,1.156,8.951,26.349,41,42,0.9762,1.0,26.86
R0000404,2025-08-13 12:27:00,Tech Park,Economy,11,1,1.214,1.28,5.413,15.149,70,44,1.5909,1.2482,17.41
R0000405,2025-04-09 02:02:00,South,Premium,12,1,0.04,1.156,5.753,15.493,39,41,0.9512,1.0,18.19
R0000406,2025-10-07 05:00:00,North,Economy,10,0,0.934,1.947,9.99,43.095,65,36,1.8056,1.3383,39.29
R0000407,2025-12-13 02:51:00,Central,Economy,3,0,0.035,0.976,19.764,56.593,43,33,1.303,1.1273,40.69
R0000408,2025-04-23 20:26:00,Tech Park,Economy,22,0,1.035,1.145,6.837,22.315,50,44,1.1364,1.0573,17.95
R0000409,2025-12-01 08:28:00,South,Economy,0,0,0.686,1.147,22.991,72.057,46,30,1.5333,1.224,58.28
R0000410,2025-03-04 20:05:00,Central,Premium,4,0,1.478,1.296,4.249,14.846,59,45,1.3111,1.1307,25.96
R0000411,2025-11-09 12:43:00,Central,Comfort,5,0,0.397,0.933,15.294,44.636,46,47,0.9787,1.0,38.37
R0000412,2025-06-09 15:49:00,Central,Comfort,6,0,0.718,1.392,9.844,32.943,55,56,0.9821,1.0,32.16
R0000413,2025-09-25 02:08:00,University,Comfort,3,0,0.948,1.175,8.712,29.114,45,56,0.8036,1.0,29.1
R0000414,2025-04-29 14:42:00,University,Economy,0,0,0.009,1.098,16.622,48.799,25,62,0.4032,1.0,29.97
R0000415,2025-10-08 20:57:00,South,Economy,16,0,0.909,1.24,5.473,17.521,37,33,1.1212,1.0509,13.44
R0000416,2025-04-25 23:06:00,North,Economy,23,0,0.269,1.121,15.684,43.53,37,29,1.2759,1.1159,36.26
R0000417,2025-06-22 23:17:00,Tech Park,Comfort,2,1,0.827,0.968,6.927,17.302,59,41,1.439,1.1844,21.04
R0000418,2025-01-11 07:50:00,South,Economy,7,0,1.078,1.743,5.457,17.914,55,30,1.8333,1.35,20.98
R0000419,2025-04-18 01:58:00,University,Economy,12,1,1.001,1.591,3.745,16.118,44,45,0.9778,1.0,11.65
R0000420,2025-05-11 03:35:00,Airport,Comfort,22,1,1.426,1.542,18.577,63.338,51,45,1.1333,1.056,64.19
R0000421,2025-07-11 05:37:00,Airport,Economy,16,0,0.061,1.039,14.551,45.72,44,42,1.0476,1.02,29.71
R0000422,2025-05-19 18:27:00,South,Economy,18,0,2.662,1.963,5.972,24.554,75,40,1.875,1.3675,28.76
R0000423,2025-10-05 23:46:00,Central,Economy,13,0,0.122,0.623,10.485,29.118,45,43,1.0465,1.0195,20.54
R0000424,2025-09-17 19:37:00,South,Economy,10,0,0.713,1.589,8.328,27.742,65,41,1.5854,1.2459,25.18
R0000425,2025-05-19 23:35:00,Tech Park,Economy,4,0,0.425,1.062,6.397,20.556,55,48,1.1458,1.0612,11.6
R0000426,2025-02-07 13:45:00,Central,Comfort,20,0,0.537,1.59,13.205,46.972,88,44,2.0,1.42,58.85
R0000427,2025-04-30 14:39:00,North,Comfort,19,1,2.368,1.932,5.507,26.673,80,35,2.2857,1.54,48.01
R0000428,2025-02-25 00:53:00,Tech Park,Economy,0,1,0.15,1.139,2.327,7.762,62,55,1.1273,1.0535,6.17
R0000429,2025-02-24 17:34:00,Tech Park,Comfort,17,1,2.087,1.746,8.961,34.778,89,37,2.4054,1.5903,63.78
R0000430,2025-11-11 14:46:00,North,Comfort,2,0,1.214,1.268,8.058,26.43,25,44,0.5682,1.0,26.62
R0000431,2025-10-06 23:36:00,Central,Comfort,17,0,0.599,1.638,5.605,19.25,89,50,1.78,1.3276,29.75
R0000432,2025-02-06 20:15:00,South,Premium,19,1,0.593,1.498,4.755,19.214,69,42,1.6429,1.27,29.26
R0000433,2025-08-31 04:47:00,North,Comfort,3,0,1.004,1.482,3.295,16.566,43,41,1.0488,1.0205,15.14
R0000434,2025-07-10 14:59:00,Tech Park,Economy,10,0,0.392,1.755,6.363,24.614,73,30,2.4333,1.602,29.0
R0000435,2025-07-18 07:19:00,South,Economy,2,0,0.479,0.945,4.8,13.692,38,44,0.8636,1.0,8.67
R0000436,2025-11-24 02:46:00,Central,Economy,13,0,0.709,1.221,13.203,43.293,53,46,1.1522,1.0639,29.85
R0000437,2025-04-23 05:42:00,Tech Park,Economy,22,0,1.902,1.092,10.32,32.853,43,56,0.7679,1.0,28.23
R0000438,2025-06-10 11:02:00,North,Premium,1,0,0.529,0.976,5.951,23.511,43,57,0.7544,1.0,26.97
